annee,region,age,taille,couleur_cheveux,longueur_cheveux,couleur_yeux,couleur_peau,laureat_culture_generale,est_tombee,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
2012,Aquitaine,20,174,Bruns,Mi-longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Auvergne,19,175,Bruns,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bourgogne,19,177,Bruns,Courts,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2012,Bretagne,23,172,Chatains,Courts,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2012,Centre,18,180,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Champagne-Ardenne,21,171,Bruns,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Corse,20,172,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Côte d Azur,23,179,Bruns,Longs,Marrons,Blanche,1.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2012,Franche-Comté,19,176,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Guadeloupe,21,172,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Guyane,19,173,Chatains,Courts,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2012,Île-de-France,20,180,Roux,Courts,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Languedoc,19,172,Blonds,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2012,Limousin,18,175,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Lorraine,21,177,Noirs,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Martinique,23,183,Noirs,Courts,Marrons,Noire,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2012,Mayotte,20,174,Bruns,Courts,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Midi-Pyrénées,18,177,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,Nord-Pas-de-Calais,21,173,Roux,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Normandie,21,173,Blonds,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Nouvelle-Calédonie,20,178,Bruns,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Orléanais,19,170,Bruns,Courts,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Pays de la Loire,21,172,Bruns,Longs,Marrons,Blanche,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2012,Pays de Savoie,18,179,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Picardie,20,174,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Poitou-Charentes,22,171,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Provence,19,181,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2012,Réunion,19,178,Noirs,Mi-longs,Marrons,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2012,Rhône-Alpes,20,173,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Roussillon,19,170,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2012,Saint-Pierre-et-Miquelon,20,173,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Tahiti,22,170,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Alsace,22,172,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Aquitaine,20,177,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Auvergne,19,180,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Bourgogne,19,177,Bruns,Mi-longs,Verts,Blanche,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2013,Bretagne,21,174,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2013,Centre,21,172,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Champagne-Ardenne,22,182,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2013,Corse,22,180,Bruns,Mi-longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Côte d Azur,19,171,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2013,Franche-Comté,24,172,Blonds,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Guadeloupe,20,175,Noirs,Mi-longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Guyane,24,178,Noirs,Mi-longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Île-de-France,18,173,Roux,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Languedoc,22,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Limousin,23,172,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Lorraine,20,172,Noirs,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Martinique,18,177,Noirs,Courts,Noirs,Métisse,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2013,Mayotte,22,176,Bruns,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Midi-Pyrénées,22,170,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Nord-Pas-de-Calais,22,172,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2013,Normandie,24,171,Bruns,Mi-longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Nouvelle-Calédonie,18,173,Roux,Longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Orléanais,21,174,Roux,Longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Pays de la Loire,18,176,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2013,Pays de Savoie,24,177,Blonds,Mi-longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Picardie,20,175,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2013,Poitou-Charentes,21,171,Bruns,Mi-longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Provence,19,176,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2013,Réunion,21,172,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Rhône-Alpes,24,172,Blonds,Longs,Gris,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2013,Roussillon,24,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,Saint-Martin,22,175,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Tahiti,22,177,Chatains,Longs,Verts,Métisse,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2014,Alsace,24,182,Chatains,Mi-longs,Marrons,Blanche,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2014,Aquitaine,22,177,Chatains,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Auvergne,18,171,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2014,Bourgogne,22,179,Chatains,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,Bretagne,19,172,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Centre,20,180,Noirs,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Champagne-Ardenne,18,178,Chatains,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Corse,19,171,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Côte d Azur,19,177,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2014,Franche-Comté,19,174,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2014,Guadeloupe,18,177,Blonds,Courts,Marrons,Blanche,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2014,Guyane,21,173,Bruns,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Île-de-France,20,175,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Languedoc,22,173,Bruns,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2014,Limousin,21,177,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Lorraine,19,178,Blonds,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Martinique,19,175,Noirs,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Mayotte,24,170,Noirs,Courts,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Midi-Pyrénées,20,181,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Nord-Pas-de-Calais,23,180,Bruns,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Normandie,19,173,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Nouvelle-Calédonie,23,172,Bruns,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Orléanais,19,182,Noirs,Longs,Marrons,Métisse,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2014,Pays de la Loire,22,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Pays de Savoie,22,172,Noirs,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Picardie,19,174,Blonds,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Poitou-Charentes,19,174,Bruns,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Provence,19,171,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2014,Réunion,21,174,Noirs,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,Rhône-Alpes,22,177,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
