annee;audience;region;name;age;taille;couleur_cheveux;longueur_cheveux;couleur_yeux;couleur_peau;rang;laureat_culture_generale;est_tombee;image
2010;7,9;Franche-Comté;Estelle Diop;19;180;Bruns;Courts;Marrons;Noire;;;0;https://static.wikia.nocookie.net/miss/images/d/dd/Franche-Comt%C3%A9_2009.jpg/revision/latest?cb=20181111133323&path-prefix=fr
2010;7,9;Guadeloupe;Angélique Duro;20;178;Bruns;Courts;Marrons;Noire;;;0;https://static.wikia.nocookie.net/miss/images/f/f8/Guadeloupe_2009.jpg/revision/latest?cb=20181111133524&path-prefix=fr
2010;7,9;Guyane;Tineffa Naïsso;20;179;Bruns;Mi-longs;Gris;Noire;7.0;;0;https://static.wikia.nocookie.net/miss/images/a/ab/Guyane_2009.jpg/revision/latest?cb=20181111133538&path-prefix=fr
2010;7,9;Île-de-France;Lisa Alberici;20;178;Blonds;Mi-longs;Marrons;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/a/a3/%C3%8Ele-de-France_2009.jpg/revision/latest?cb=20181111133601&path-prefix=fr
2010;7,9;Languedoc;Manon Ricci;18;173;Noirs;Mi-longs;Noirs;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/0/0a/Languedoc_2009.jpg/revision/latest?cb=20181111133619&path-prefix=fr
2010;7,9;Limousin;Justine Posé;18;177;Bruns;Mi-longs;Marrons;Blanche;9.0;;0;https://static.wikia.nocookie.net/miss/images/0/08/Limousin_2009.jpg/revision/latest?cb=20181111133642&path-prefix=fr
2010;7,9;Loire-Forez;Marion Léoncini;23;178;Noirs;Courts;Marrons;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/7/73/Loire-Forez_2009.jpg/revision/latest?cb=20181111133659&path-prefix=fr
2010;7,9;Lorraine;Marina Garau;22;174;Blonds;Courts;Bleus;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/5/55/Lorraine_2009.jpg/revision/latest?cb=20181111133740&path-prefix=fr
2010;7,9;Martinique;Cindy Chenière;20;173;Bruns;Courts;Marrons;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/1/19/Martinique_2009.jpg/revision/latest?cb=20181111133758&path-prefix=fr
2010;7,9;Mayotte;Élodie Anridhoini;19;174;Bruns;Courts;Noirs;Métisse;8.0;;0;https://static.wikia.nocookie.net/miss/images/d/d2/Mayotte_2009.jpg/revision/latest?cb=20181111133824&path-prefix=fr
2010;7,9;Normandie;Malika Ménard;22;176;Bruns;Longs;Bleus;Blanche;1.0;;0;https://static.wikia.nocookie.net/miss/images/3/37/Malika_M%C3%A9nard.jpg/revision/latest?cb=20140601195039&path-prefix=fr
2010;7,9;Orléanais;Cassandre Roland;18;171;Chatains;Longs;Bleus;Blanche;6.0;;0;https://static.wikia.nocookie.net/miss/images/9/93/Orl%C3%A9anais_2009.jpg/revision/latest?cb=20181111133858&path-prefix=fr
2010;7,9;Paris;Kelly Bochenko;23;175;Roux;Longs;Verts;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/e/ec/Paris_2009.jpg/revision/latest?cb=20181111133915&path-prefix=fr
2010;7,9;Pays de Loire;Amélie Taugourdeau;23;170;Bruns;Mi-longs;Bleus;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/3/3b/Pays_de_Loire_2009.jpg/revision/latest?cb=20181111133942&path-prefix=fr
2010;7,9;Pays de Savoie;Edwige Tiaré;22;177;Noirs;Mi-longs;Verts;Blanche;11.0;;0;https://static.wikia.nocookie.net/miss/images/3/38/Pays_de_Savoie_2009.jpg/revision/latest?cb=20181111133957&path-prefix=fr
2010;7,9;Picardie;Juliette Boubaaya;19;172;Bruns;Mi-longs;Marrons;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/e/e7/Picardie_2009.jpg/revision/latest?cb=20181111134529&path-prefix=fr
2010;7,9;Poitou-Charentes;Rachel Jeannot;23;173;Bruns;Mi-longs;Marrons;Métisse;;;0;https://static.wikia.nocookie.net/miss/images/0/00/Poitou-Charentes_2009.jpg/revision/latest?cb=20181111134028&path-prefix=fr
2010;7,9;Provence;Émilie Corbi;21;176;Bruns;Longs;Gris;Blanche;4.0;;0;https://static.wikia.nocookie.net/miss/images/f/fe/Provence_2009.jpg/revision/latest?cb=20181111134200&path-prefix=fr
2010;7,9;Quercy-Rouergue;Nathalie Ample;19;179;Bruns;Mi-longs;Noirs;Métisse;5.0;;0;https://static.wikia.nocookie.net/miss/images/5/54/Quercy-Rouergue_2009.jpg/revision/latest?cb=20181111134232&path-prefix=fr
2010;7,9;Réunion;Kim Hoa Barutaut;18;182;Noirs;Mi-longs;Noirs;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/3/35/R%C3%A9union_2009.jpg/revision/latest?cb=20181111134217&path-prefix=fr
2010;7,9;Rhône-Alpes;Virginie Déchenaud;23;174;Blonds;Mi-longs;Bleus;Blanche;2.0;;0;https://static.wikia.nocookie.net/miss/images/1/17/Rh%C3%B4ne-Alpes_2009.jpg/revision/latest?cb=20181111134304&path-prefix=fr
2010;7,9;Roussillon;Céline Callivrousis;22;170;Bruns;Mi-longs;Marrons;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/1/1e/Roussillon_2009.jpg/revision/latest?cb=20181111134248&path-prefix=fr
2010;7,9;Saint-Pierre-et-Miquelon;Marie Serba;18;180;Bruns;Mi-longs;Marrons;Blanche;;;0;https://static.wikia.nocookie.net/miss/images/6/68/Saint-Pierre-et-Miquelon_2009.jpg/revision/latest?cb=20181111134333&path-prefix=fr
2010;7,9;Tahiti;Léna Bonno;20;177;Bruns;Mi-longs;Marrons;Métisse;;;0;https://static.wikia.nocookie.net/miss/images/e/e9/Tahiti_2009.jpg/revision/latest?cb=20181111134318&path-prefix=fr
2011;6,9;Alsace;Mathilde Buecher;19;179;Noirs;Longs;Verts;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/7/7a/Alsace_2010.jpg/revision/latest?cb=20141204180727&path-prefix=fr
2011;6,9;Aquitaine;Clémence Thill;20;174;Blonds;Longs;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/8/86/Aquitaine_2010.jpg/revision/latest?cb=20141204180817&path-prefix=fr
2011;6,9;Auvergne;Clémence Oleksy;19;176;Chatains;Longs;Verts;Blanche;3.0;0;0;https://static.wikia.nocookie.net/miss/images/3/3b/Auvergne_2010.jpg/revision/latest?cb=20141204180835&path-prefix=fr
2011;6,9;Bourgogne;Alice Detollenaere;23;173;Chatains;Courts;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/1/1d/Bourgogne_2010.jpg/revision/latest?cb=20141204180901&path-prefix=fr
2011;6,9;Bretagne;Laury Thilleman;19;179;Chatains;Longs;Marrons;Blanche;1.0;1;0;https://static.wikia.nocookie.net/miss/images/d/db/Laury_Thilleman.jpg/revision/latest?cb=20181209132120&path-prefix=fr
2011;6,9;Centre;Sarah Perrin;23;170;Blonds;Longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/4/41/Centre_2010.jpg/revision/latest?cb=20141204180957&path-prefix=fr
2011;6,9;Champagne-Ardenne;Kelly Renson;19;170;Chatains;Longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/6/62/Champagne-Ardenne_2010.jpg/revision/latest?cb=20141204181024&path-prefix=fr
2011;6,9;Corse;Jade Morel;23;176;Bruns;Longs;Marrons;Blanche;10.0;0;0;https://static.wikia.nocookie.net/miss/images/4/4c/Corse_2010.jpg/revision/latest?cb=20141204181042&path-prefix=fr
2011;6,9;Côte d'Azur;Marine Laugier;22;177;Blonds;Mi-longs;Bleus;Blanche;12.0;0;0;https://static.wikia.nocookie.net/miss/images/9/91/C%C3%B4te_d%27Azur_2010.jpg/revision/latest?cb=20141204181111&path-prefix=fr
2011;6,9;Franche-Comté;Sabrina Halm;22;170;Noirs;Longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/0/0d/Franche-Comt%C3%A9_2010.jpg/revision/latest?cb=20141204181132&path-prefix=fr
2011;6,9;Guadeloupe;Jenny Vulgaire;21;173;Bruns;Courts;Noirs;Noire;;0;0;https://static.wikia.nocookie.net/miss/images/4/4c/Guadeloupe_2010.jpg/revision/latest?cb=20141204181155&path-prefix=fr
2011;6,9;Guyane;Julie-Malika Grosse;18;174;Noirs;Mi-longs;Marrons;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/a/af/Guyane_2010.jpg/revision/latest?cb=20141204181226&path-prefix=fr
2011;6,9;Île-de-France;Sabine Hossenbaccus;22;170;Noirs;Longs;Noirs;Métisse;5.0;0;0;https://static.wikia.nocookie.net/miss/images/4/49/%C3%8Ele-de-France_2010.jpg/revision/latest?cb=20141204181445&path-prefix=fr
2011;6,9;Languedoc;Jenna Sylvestre;22;171;Bruns;Longs;Gris;Blanche;2.0;0;0;https://static.wikia.nocookie.net/miss/images/2/25/Languedoc_2010.jpg/revision/latest?cb=20141204181522&path-prefix=fr
2011;6,9;Limousin;Nellie Valentin;24;172;Bruns;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/2/20/Limousin_2010.jpg/revision/latest?cb=20141204181546&path-prefix=fr
2011;6,9;Lorraine;Maëva Pax;19;170;Chatains;Courts;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/8/8b/Lorraine_2010.jpg/revision/latest?cb=20141204181610&path-prefix=fr
2011;6,9;Martinique;Anaïs Corosine;23;175;Bruns;Longs;Noirs;Métisse;7.0;0;0;https://static.wikia.nocookie.net/miss/images/1/10/Martinique_2010.jpg/revision/latest?cb=20141204181642&path-prefix=fr
2011;6,9;Mayotte;Elisabeth Ongaretto;19;170;Bruns;Courts;Noirs;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/3/35/Mayotte_2010.jpg/revision/latest?cb=20141204181704&path-prefix=fr
2011;6,9;Midi-Pyrénées;Alison Martin;24;173;Blonds;Longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/8/85/Midi-Pyr%C3%A9n%C3%A9es_2010.jpg/revision/latest?cb=20141204181743&path-prefix=fr
2011;6,9;Nord-Pas-de-Calais;Angéline Lagache;22;171;Blonds;Courts;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/5/57/Nord-Pas-de-Calais_2010.jpg/revision/latest?cb=20141204181801&path-prefix=fr
2011;6,9;Normandie;Juliette Polge;22;170;Chatains;Mi-longs;Noirs;Blanche;11.0;0;0;https://static.wikia.nocookie.net/miss/images/1/1e/Normandie_2010.jpg/revision/latest?cb=20141204181827&path-prefix=fr
2011;6,9;Nouvelle-Calédonie;Ornella Zinni;21;172;Bruns;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/0/0b/Nouvelle-Cal%C3%A9donie_2010.jpg/revision/latest?cb=20141204181855&path-prefix=fr
2011;6,9;Orléanais;Chanel Haye;20;176;Bruns;Courts;Marrons;Noire;8.0;0;0;https://static.wikia.nocookie.net/miss/images/e/e9/Orl%C3%A9anais_2010.jpg/revision/latest?cb=20141204181926&path-prefix=fr
2011;6,9;Pays de Loire;Laetitia Legros;22;174;Bruns;Courts;Noirs;Noire;;0;0;https://static.wikia.nocookie.net/miss/images/b/b3/Pays_de_Loire_2010.jpg/revision/latest?cb=20141204182017&path-prefix=fr
2011;6,9;Pays de Savoie;Marion Guichard;22;176;Bruns;Mi-longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/7/7d/Pays_de_Savoie_2010.jpg/revision/latest?cb=20141204182037&path-prefix=fr
2011;6,9;Picardie;Anastasia Winnebroot;20;177;Blonds;Longs;Gris;Blanche;4.0;0;0;https://static.wikia.nocookie.net/miss/images/e/e8/Picardie_2010.jpg/revision/latest?cb=20141204182116&path-prefix=fr
2011;6,9;Poitou-Charentes;Pearl Crosland;21;178;Chatains;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/1/19/Poitou-Charentes_2010.jpg/revision/latest?cb=20141204182143&path-prefix=fr
2011;6,9;Provence;Analisa Kebaili;18;171;Noirs;Longs;Noirs;Métisse;6.0;0;0;https://static.wikia.nocookie.net/miss/images/a/a6/Provence_2010.jpg/revision/latest?cb=20141204182204&path-prefix=fr
2011;6,9;Réunion;Florence Arginthe;18;172;Noirs;Mi-longs;Noirs;Noire;;0;0;https://static.wikia.nocookie.net/miss/images/2/2f/R%C3%A9union_2010.jpg/revision/latest?cb=20141204182224&path-prefix=fr
2011;6,9;Rhône-Alpes;Elise Charbonnier;21;176;Blonds;Mi-longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/f/ff/Rh%C3%B4ne-Alpes_2010.jpg/revision/latest?cb=20141204182243&path-prefix=fr
2011;6,9;Roussillon;Marion Castaing;22;177;Bruns;Longs;Noirs;Blanche;9.0;0;0;https://static.wikia.nocookie.net/miss/images/9/99/Roussillon_2010.jpg/revision/latest?cb=20141204182328&path-prefix=fr
2011;6,9;Saint-Pierre-et-Miquelon;Léa Harnett;18;173;Bruns;Mi-longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/9/9d/Saint-Pierre-et-Miquelon_2010.jpg/revision/latest?cb=20141204182349&path-prefix=fr
2011;6,9;Tahiti;Lucie Wilson;21;177;Noirs;Mi-longs;Noirs;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/1/1b/Tahiti_2010.jpg/revision/latest?cb=20141204182422&path-prefix=fr
2012;7,7;Alsace;Delphine Wespiser;19;175;Roux;Longs;Verts;Blanche;1.0;0;0;https://static.wikia.nocookie.net/miss/images/a/ae/Delphine_Wespiser.jpg/revision/latest?cb=20171220093948&path-prefix=fr
2012;7,7;Aquitaine;Claire Zengerlin;20;174;Bruns;Mi-longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/f/f6/Aquitaine_2011.jpg/revision/latest?cb=20141202202647&path-prefix=fr
2012;7,7;Auvergne;Célia Goninet;19;175;Bruns;Mi-longs;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/c/cf/Auvergne_2011.jpg/revision/latest?cb=20141202202708&path-prefix=fr
2012;7,7;Bourgogne;Elodie Paillardin;19;177;Bruns;Courts;Marrons;Blanche;11.0;0;0;https://static.wikia.nocookie.net/miss/images/9/9a/Bourgogne_2011.jpg/revision/latest?cb=20141202202727&path-prefix=fr
2012;7,7;Bretagne;Audrey Bönecker;23;172;Chatains;Courts;Bleus;Blanche;9.0;0;0;https://static.wikia.nocookie.net/miss/images/f/f2/Bretagne_2011.jpg/revision/latest?cb=20141202202746&path-prefix=fr
2012;7,7;Centre;Laure Wojnecki;18;180;Blonds;Mi-longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/f/fe/Centre_2011.jpg/revision/latest?cb=20141202202808&path-prefix=fr
2012;7,7;Champagne-Ardenne;Sarah Huard;21;171;Bruns;Longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/1/10/Champagne-Ardenne_2011.jpg/revision/latest?cb=20141202202829&path-prefix=fr
2012;7,7;Corse;Camille Mallea;20;172;Blonds;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/e/e7/Corse_2011.jpg/revision/latest?cb=20141202202902&path-prefix=fr
2012;7,7;Côte d'Azur;Charlotte Murray;23;179;Bruns;Longs;Marrons;Blanche;5.0;1;0;https://static.wikia.nocookie.net/miss/images/f/fc/C%C3%B4te_d%27Azur_2011.jpg/revision/latest?cb=20141202202930&path-prefix=fr
2012;7,7;Franche-Comté;Andréa Vannier;19;176;Bruns;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/e/e2/Franche-Comt%C3%A9_2011.jpg/revision/latest?cb=20141202202949&path-prefix=fr
2012;7,7;Guadeloupe;Cindy Le Pape;21;172;Bruns;Longs;Marrons;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/4/4c/Guadeloupe_2011.jpg/revision/latest?cb=20141202203010&path-prefix=fr
2012;7,7;Guyane;Anaële Veilleur;19;173;Chatains;Courts;Marrons;Métisse;8.0;0;0;https://static.wikia.nocookie.net/miss/images/c/c9/Guyane_2011.jpg/revision/latest?cb=20141202203032&path-prefix=fr
2012;7,7;Île-de-France;Meggahnn Samson;20;180;Roux;Courts;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/d/d7/%C3%8Ele-de-France_2011.jpg/revision/latest?cb=20141202203059&path-prefix=fr
2012;7,7;Languedoc;Alison Cossenet;19;172;Blonds;Mi-longs;Gris;Blanche;7.0;0;0;https://static.wikia.nocookie.net/miss/images/e/e0/Languedoc_2011.jpg/revision/latest?cb=20141202203118&path-prefix=fr
2012;7,7;Limousin;Cindy Letoux;18;175;Bruns;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/b/b3/Limousin_2011.jpg/revision/latest?cb=20141202203143&path-prefix=fr
2012;7,7;Lorraine;Maud Pisa;21;177;Noirs;Mi-longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/8/8f/Lorraine_2011.jpg/revision/latest?cb=20141202203206&path-prefix=fr
2012;7,7;Martinique;Charlène Civault;23;183;Noirs;Courts;Marrons;Noire;6.0;0;0;https://static.wikia.nocookie.net/miss/images/8/88/Martinique_2011.jpg/revision/latest?cb=20141202203224&path-prefix=fr
2012;7,7;Mayotte;Aïcha Ahmed;20;174;Bruns;Courts;Marrons;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/2/2f/Mayotte_2011.jpg/revision/latest?cb=20141202203240&path-prefix=fr
2012;7,7;Midi-Pyrénées;Laura Madelain;18;177;Bruns;Mi-longs;Marrons;Blanche;12.0;0;0;https://static.wikia.nocookie.net/miss/images/e/e4/Midi-Pyr%C3%A9n%C3%A9es_2011.jpg/revision/latest?cb=20141202203301&path-prefix=fr
2012;7,7;Nord-Pas-de-Calais;Sophie Martin;21;173;Roux;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/e/e2/Nord-Pas-de-Calais_2011.jpg/revision/latest?cb=20141202203320&path-prefix=fr
2012;7,7;Normandie;Sophie Duval;21;173;Blonds;Mi-longs;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/b/b8/Normandie_2011.jpg/revision/latest?cb=20141202203339&path-prefix=fr
2012;7,7;Nouvelle-Calédonie;Océane Bichot;20;178;Bruns;Mi-longs;Verts;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/b/b0/Nouvelle-Cal%C3%A9donie_2011.jpg/revision/latest?cb=20141202203357&path-prefix=fr
2012;7,7;Orléanais;Audrey Delafoy;19;170;Bruns;Courts;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/a/ab/Orl%C3%A9anais_2011.jpg/revision/latest?cb=20141202203416&path-prefix=fr
2012;7,7;Pays de Loire;Mathilde Couly;21;172;Bruns;Longs;Marrons;Blanche;2.0;0;0;https://static.wikia.nocookie.net/miss/images/0/0d/Pays_de_Loire_2011.jpg/revision/latest?cb=20141202203434&path-prefix=fr
2012;7,7;Pays de Savoie;Valentine Borel-Hoffmann;18;179;Chatains;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/5/50/Pays_de_Savoie_2011.jpg/revision/latest?cb=20141202203506&path-prefix=fr
2012;7,7;Picardie;Anaïs Merle;20;174;Chatains;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/9/94/Picardie_2011.jpg/revision/latest?cb=20141202203524&path-prefix=fr
2012;7,7;Poitou-Charentes;Manika Auxire;22;171;Chatains;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/4/44/Poitou-Charentes_2011.jpg/revision/latest?cb=20141202203544&path-prefix=fr
2012;7,7;Provence;Solène Froment;19;181;Blonds;Mi-longs;Verts;Blanche;4.0;0;0;https://static.wikia.nocookie.net/miss/images/9/98/Provence_2011.jpg/revision/latest?cb=20141202203604&path-prefix=fr
2012;7,7;Réunion;Marie Payet;19;178;Noirs;Mi-longs;Marrons;Blanche;3.0;0;0;https://static.wikia.nocookie.net/miss/images/3/34/R%C3%A9union_2011.jpg/revision/latest?cb=20141202203631&path-prefix=fr
2012;7,7;Rhône-Alpes;Cindy Saroul;20;173;Chatains;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/9/99/Rh%C3%B4ne-Alpes_2011.jpg/revision/latest?cb=20141202203651&path-prefix=fr
2012;7,7;Roussillon;Julie Vialo;19;170;Blonds;Mi-longs;Verts;Blanche;10.0;0;0;https://static.wikia.nocookie.net/miss/images/9/92/Roussillon_2011.jpg/revision/latest?cb=20141202203708&path-prefix=fr
2012;7,7;Saint-Pierre-et-Miquelon;Lison Yon;20;173;Bruns;Mi-longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/6/65/Saint-Pierre-et-Miquelon_2011.jpg/revision/latest?cb=20141202203743&path-prefix=fr
2012;7,7;Tahiti;Rauata Temauri;22;170;Bruns;Longs;Marrons;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/9/93/Tahiti_2011.jpg/revision/latest?cb=20141202203804&path-prefix=fr
2013;8,1;Alsace;Émilie Koenig;22;172;Bruns;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/c/cd/Alsace_2012.jpg/revision/latest?cb=20141127171353&path-prefix=fr
2013;8,1;Aquitaine;Amélie Rigodanzo;20;177;Blonds;Longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/7/78/Aquitaine_2012.jpg/revision/latest?cb=20141127171509&path-prefix=fr
2013;8,1;Auvergne;Sanne Spangenberg;19;180;Blonds;Longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/b/b8/Auvergne_2012.jpg/revision/latest?cb=20141127171607&path-prefix=fr
2013;8,1;Bourgogne;Marine Lorphelin;19;177;Bruns;Mi-longs;Verts;Blanche;1.0;1;0;https://static.wikia.nocookie.net/miss/images/2/29/Marine_Lorphelin.jpg/revision/latest?cb=20181209134108&path-prefix=fr
2013;8,1;Bretagne;Estelle Sabathier;21;174;Blonds;Longs;Bleus;Blanche;11.0;0;0;https://static.wikia.nocookie.net/miss/images/d/de/Bretagne_2012.jpg/revision/latest?cb=20141127171705&path-prefix=fr
2013;8,1;Centre;Juliette Aquilina-Reis;21;172;Blonds;Longs;Bleus;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/9/9f/Centre_2012.jpg/revision/latest?cb=20141127171732&path-prefix=fr
2013;8,1;Champagne-Ardenne;Déborah Trichet;22;182;Bruns;Mi-longs;Marrons;Blanche;8.0;0;0;https://static.wikia.nocookie.net/miss/images/7/76/Champagne-Ardenne_2012.jpg/revision/latest?cb=20141127171759&path-prefix=fr
2013;8,1;Corse;Louise Robert;22;180;Bruns;Mi-longs;Noirs;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/9/94/Corse_2012.jpg/revision/latest?cb=20141127171821&path-prefix=fr
2013;8,1;Côte d'Azur;Charlotte Mint;19;171;Bruns;Longs;Marrons;Blanche;7.0;0;0;https://static.wikia.nocookie.net/miss/images/b/b2/C%C3%B4te_d%27Azur_2012.jpg/revision/latest?cb=20141127171856&path-prefix=fr
2013;8,1;Franche-Comté;Charlène Michaut;24;172;Blonds;Mi-longs;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/d/d0/Franche-Comt%C3%A9_2012.jpg/revision/latest?cb=20141127171917&path-prefix=fr
2013;8,1;Guadeloupe;Cynthia Tinédor;20;175;Noirs;Mi-longs;Noirs;Noire;;0;0;https://static.wikia.nocookie.net/miss/images/e/e0/Guadeloupe_2012.jpg/revision/latest?cb=20141127171940&path-prefix=fr
2013;8,1;Guyane;Corinne Buzare;24;178;Noirs;Mi-longs;Noirs;Noire;;0;0;https://static.wikia.nocookie.net/miss/images/2/24/Guyane_2012.jpg/revision/latest?cb=20141127172004&path-prefix=fr
2013;8,1;Île-de-France;Sabrina Benamara;18;173;Roux;Mi-longs;Marrons;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/c/ce/%C3%8Ele-de-France_2012.jpg/revision/latest?cb=20141127172044&path-prefix=fr
2013;8,1;Languedoc;Emmanuelle Fabre;22;173;Bruns;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/0/0b/Languedoc_2012.jpg/revision/latest?cb=20141127172112&path-prefix=fr
2013;8,1;Limousin;Sandra Longeaud;23;172;Blonds;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/3/38/Limousin_2012.jpg/revision/latest?cb=20141127172136&path-prefix=fr
2013;8,1;Lorraine;Divanna Pljevalcic;20;172;Noirs;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/5/59/Lorraine_2012.jpg/revision/latest?cb=20141127172205&path-prefix=fr
2013;8,1;Martinique;Camille René;18;177;Noirs;Courts;Noirs;Métisse;4.0;0;0;https://static.wikia.nocookie.net/miss/images/b/b6/Martinique_2012.jpg/revision/latest?cb=20141127172235&path-prefix=fr
2013;8,1;Mayotte;Stanisla Saïd;22;176;Bruns;Courts;Noirs;Noire;;0;0;https://static.wikia.nocookie.net/miss/images/5/5c/Mayotte_2012.jpg/revision/latest?cb=20141127172318&path-prefix=fr
2013;8,1;Midi-Pyrénées;Célia Guermoudj;22;170;Bruns;Longs;Marrons;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/5/5a/Midi-Pyr%C3%A9n%C3%A9es_2012.jpg/revision/latest?cb=20141127172456&path-prefix=fr
2013;8,1;Nord-Pas-de-Calais;Sophie Garénaux;22;172;Chatains;Longs;Marrons;Blanche;3.0;0;0;https://static.wikia.nocookie.net/miss/images/1/1e/Nord-Pas-de-Calais_2012.jpg/revision/latest?cb=20141127172530&path-prefix=fr
2013;8,1;Normandie;Pauline Llorca;24;171;Bruns;Mi-longs;Noirs;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/c/c2/Normandie_2012.jpg/revision/latest?cb=20141127172559&path-prefix=fr
2013;8,1;Nouvelle-Calédonie;Sandra Bergès;18;173;Roux;Longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/1/1d/Nouvelle-Cal%C3%A9donie_2012.jpg/revision/latest?cb=20141127172622&path-prefix=fr
2013;8,1;Orléanais;Joy Lartigue;21;174;Roux;Longs;Gris;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/2/29/Orl%C3%A9anais_2012.jpg/revision/latest?cb=20141127172730&path-prefix=fr
2013;8,1;Pays de Loire;Mélinda Paré;18;176;Bruns;Longs;Marrons;Blanche;5.0;0;0;https://static.wikia.nocookie.net/miss/images/d/d7/Pays_de_Loire_2012.jpg/revision/latest?cb=20141127172753&path-prefix=fr
2013;8,1;Pays de Savoie;Graziella Byhet;24;177;Blonds;Mi-longs;Noirs;Blanche;;0;0;https://static.wikia.nocookie.net/miss/images/d/d4/Pays_de_Savoie_2012.jpg/revision/latest?cb=20141127172814&path-prefix=fr
2013;8,1;Picardie;Émilie Mika;20;175;Blonds;Longs;Bleus;Blanche;10.0;0;0;https://static.wikia.nocookie.net/miss/images/b/b7/Picardie_2012.jpg/revision/latest?cb=20141127172917&path-prefix=fr
2013;8,1;Poitou-Charentes;Typhanie Soulat;21;171;Bruns;Mi-longs;Noirs;Métisse;;0;0;https://static.wikia.nocookie.net/miss/images/d/d0/Poitou-Charentes_2012.jpg/revision/latest?cb=20141127172941&path-prefix=fr
2013;8,1;Provence;Marine Mahiques;19;176;Chatains;Longs;Marrons;Blanche;9.0;0;0;https://static.wikia.nocookie.net/miss/images/b/ba/Provence_2012.jpg/revision/latest?cb=20141127173014&path-prefix=fr
